order_id,order_placement_date,customer_id,product_id,order_qty,delivery_qty
FMR34622602,01-03-2022,789622,25891402,462,439
FMR34601402,01-03-2022,789601,25891402,208,208
FMR33203603,01-03-2022,789203,25891501,104,104
FMR33320501,01-03-2022,789320,25891501,249,249
FMR34420501,01-03-2022,789420,25891501,210,210
FMR33403501,01-03-2022,789403,25891501,241,229
FMR34121501,01-03-2022,789121,25891501,159,127
FMR32102602,01-03-2022,789102,25891501,114,91
FMR34903603,01-03-2022,789903,25891501,136,136
FMR32402602,01-03-2022,789402,25891501,223,223
FMR34520602,01-03-2022,789520,25891501,204,184
FMR33720501,01-03-2022,789720,25891501,182,182
FMR32301603,01-03-2022,789301,25891501,238,238
FMR32101601,01-03-2022,789101,25891501,241,241
FMR32221603,01-03-2022,789221,25891501,140,140
FMR33303501,01-03-2022,789303,25891501,105,105
FMR33203603,01-03-2022,789203,25891602,184,184
FMR34320602,01-03-2022,789320,25891602,190,190
FMR32220602,01-03-2022,789220,25891602,77,77
FMR33220603,01-03-2022,789220,25891602,65,65
FMR34703602,01-03-2022,789703,25891602,163,163
FMR33721603,01-03-2022,789721,25891602,148,148
FMR32420602,01-03-2022,789420,25891602,76,76
FMR32102602,01-03-2022,789102,25891602,63,63
FMR34102602,01-03-2022,789102,25891602,154,154
FMR32402602,01-03-2022,789402,25891602,172,163
FMR34520602,01-03-2022,789520,25891602,164,131
FMR34702602,01-03-2022,789702,25891602,155,155
FMR34301602,01-03-2022,789301,25891602,92,83
FMR32103602,01-03-2022,789103,25891602,86,77
FMR33103602,01-03-2022,789103,25891602,172,163
FMR34303602,01-03-2022,789303,25891602,98,98
FMR33321602,01-03-2022,789321,25891602,78,74
FMR34321602,01-03-2022,789321,25891602,60,60
FMR33201602,01-03-2022,789201,25891602,52,52
FMR34622602,01-03-2022,789622,25891602,54,54
FMR32203101,01-03-2022,789203,25891101,409,389
FMR33203603,01-03-2022,789203,25891101,368,294
FMR32703401,01-03-2022,789703,25891101,492,492
FMR33420101,01-03-2022,789420,25891101,306,306
FMR34420501,01-03-2022,789420,25891101,494,494
FMR33403501,01-03-2022,789403,25891101,379,379
FMR33501401,01-03-2022,789501,25891101,484,484
FMR32903403,01-03-2022,789903,25891101,343,326
FMR34520301,01-03-2022,789520,25891101,428,385
FMR34401102,01-03-2022,789401,25891101,454,454
FMR34422101,01-03-2022,789422,25891101,444,444
FMR34122303,01-03-2022,789122,25891101,410,390
FMR32101601,01-03-2022,789101,25891101,474,474
FMR33101403,01-03-2022,789101,25891101,349,349
FMR33202502,01-03-2022,789202,25891101,391,391
FMR34202301,01-03-2022,789202,25891101,431,431
FMR33503502,01-03-2022,789503,25891101,362,362
FMR33321602,01-03-2022,789321,25891101,345,345
FMR34622101,01-03-2022,789622,25891101,423,402
FMR33203603,01-03-2022,789203,25891603,122,122
FMR33220603,01-03-2022,789220,25891603,51,46
FMR33703603,01-03-2022,789703,25891603,165,165
FMR32721603,01-03-2022,789721,25891603,140,126
FMR33721603,01-03-2022,789721,25891603,195,195
FMR33420603,01-03-2022,789420,25891603,129,129
FMR32121603,01-03-2022,789121,25891603,200,180
FMR32903603,01-03-2022,789903,25891603,128,115
FMR34903603,01-03-2022,789903,25891603,148,133
FMR32421603,01-03-2022,789421,25891603,172,155
FMR33621603,01-03-2022,789621,25891603,69,69
FMR32520603,01-03-2022,789520,25891603,67,64
FMR33603603,01-03-2022,789603,25891603,183,183
FMR33401603,01-03-2022,789401,25891603,127,127
FMR32301603,01-03-2022,789301,25891603,134,121
FMR32221603,01-03-2022,789221,25891603,100,80
FMR32202603,01-03-2022,789202,25891603,186,186
FMR32303603,01-03-2022,789303,25891603,169,169
FMR32203402,01-03-2022,789203,25891303,64,64
FMR33703303,01-03-2022,789703,25891303,76,76
FMR32721603,01-03-2022,789721,25891303,69,69
FMR34420303,01-03-2022,789420,25891303,63,57
FMR33403501,01-03-2022,789403,25891303,89,89
FMR34121303,01-03-2022,789121,25891303,49,49
FMR32501601,01-03-2022,789501,25891303,51,41
FMR33501401,01-03-2022,789501,25891303,57,57
FMR32903403,01-03-2022,789903,25891303,75,75
FMR32402303,01-03-2022,789402,25891303,68,54
FMR33402303,01-03-2022,789402,25891303,63,63
FMR32702601,01-03-2022,789702,25891303,29,29
FMR34720303,01-03-2022,789720,25891303,27,27
FMR34122303,01-03-2022,789122,25891303,37,33
FMR32101601,01-03-2022,789101,25891303,58,58
FMR33103602,01-03-2022,789103,25891303,40,32
FMR32221303,01-03-2022,789221,25891303,42,42
FMR32202402,01-03-2022,789202,25891303,40,40
FMR32522303,01-03-2022,789522,25891303,63,50
FMR32622502,01-03-2022,789622,25891303,51,51
FMR34622602,01-03-2022,789622,25891303,84,84
FMR32601303,01-03-2022,789601,25891303,95,95
FMR33601303,01-03-2022,789601,25891303,69,66
FMR33220603,01-03-2022,789220,25891502,211,211
FMR34721502,01-03-2022,789721,25891502,123,98
FMR32420602,01-03-2022,789420,25891502,165,157
FMR33520502,01-03-2022,789520,25891502,173,173
FMR34520503,01-03-2022,789520,25891502,143,129
FMR34702502,01-03-2022,789702,25891502,239,215
FMR33521502,01-03-2022,789521,25891502,167,167
FMR33401603,01-03-2022,789401,25891502,140,133
FMR34401503,01-03-2022,789401,25891502,200,200
FMR33202502,01-03-2022,789202,25891502,141,134
FMR33503502,01-03-2022,789503,25891502,238,238
FMR34503502,01-03-2022,789503,25891502,231,231
FMR32201502,01-03-2022,789201,25891502,160,160
FMR32622502,01-03-2022,789622,25891502,153,138
FMR33622502,01-03-2022,789622,25891502,132,132
FMR33320501,01-03-2022,789320,25891403,239,239
FMR32220503,01-03-2022,789220,25891403,465,372
FMR32420403,01-03-2022,789420,25891403,397,318
FMR32121403,01-03-2022,789121,25891403,441,441
FMR32903403,01-03-2022,789903,25891403,244,220
FMR33520502,01-03-2022,789520,25891403,359,341
FMR34422403,01-03-2022,789422,25891403,265,252
FMR33101403,01-03-2022,789101,25891403,315,283
FMR34103403,01-03-2022,789103,25891403,467,420
FMR32202603,01-03-2022,789202,25891403,440,440
FMR34522403,01-03-2022,789522,25891403,320,320
FMR34303602,01-03-2022,789303,25891403,427,406
FMR32320302,01-03-2022,789320,25891203,347,347
FMR33320501,01-03-2022,789320,25891203,187,150
FMR34220601,01-03-2022,789220,25891203,235,235
FMR33703603,01-03-2022,789703,25891203,176,176
FMR33721603,01-03-2022,789721,25891203,345,345
FMR33420203,01-03-2022,789420,25891203,138,138
FMR34420402,01-03-2022,789420,25891203,381,381
FMR32403401,01-03-2022,789403,25891203,348,348
FMR34121203,01-03-2022,789121,25891203,480,480
FMR32501601,01-03-2022,789501,25891203,478,478
FMR34501203,01-03-2022,789501,25891203,491,491
FMR34102602,01-03-2022,789102,25891203,407,387
FMR33902203,01-03-2022,789902,25891203,299,299
FMR34903603,01-03-2022,789903,25891203,329,329
FMR32421203,01-03-2022,789421,25891203,441,419
FMR33421203,01-03-2022,789421,25891203,104,99
FMR33402203,01-03-2022,789402,25891203,491,491
FMR33621603,01-03-2022,789621,25891203,138,138
FMR34520301,01-03-2022,789520,25891203,172,155
FMR32603203,01-03-2022,789603,25891203,460,460
FMR33401603,01-03-2022,789401,25891203,429,429
FMR34320102,01-03-2022,789320,25891102,432,432
FMR34220601,01-03-2022,789220,25891102,473,473
FMR32420102,01-03-2022,789420,25891102,310,310
FMR32121102,01-03-2022,789121,25891102,397,377
FMR32102102,01-03-2022,789102,25891102,496,496
FMR33902203,01-03-2022,789902,25891102,494,395
FMR34902102,01-03-2022,789902,25891102,465,465
FMR32421102,01-03-2022,789421,25891102,309,278
FMR34421301,01-03-2022,789421,25891102,412,391
FMR33621102,01-03-2022,789621,25891102,480,480
FMR34520302,01-03-2022,789520,25891102,373,336
FMR32702601,01-03-2022,789702,25891102,478,454
FMR32720302,01-03-2022,789720,25891102,402,402
FMR33720202,01-03-2022,789720,25891102,483,483
FMR34401102,01-03-2022,789401,25891102,369,369
FMR34122102,01-03-2022,789122,25891102,443,399
FMR32103503,01-03-2022,789103,25891102,307,246
FMR34303602,01-03-2022,789303,25891102,352,317
FMR32503401,01-03-2022,789503,25891102,459,367
FMR34321602,01-03-2022,789321,25891102,368,331
FMR34201202,01-03-2022,789201,25891102,372,353
FMR32320202,01-03-2022,789320,25891202,211,211
FMR33320202,01-03-2022,789320,25891202,209,188
FMR34703602,01-03-2022,789703,25891202,185,167
FMR32721603,01-03-2022,789721,25891202,178,169
FMR32403401,01-03-2022,789403,25891202,472,472
FMR32102202,01-03-2022,789102,25891202,106,106
FMR33102601,01-03-2022,789102,25891202,419,419
FMR34902202,01-03-2022,789902,25891202,311,311
FMR33421203,01-03-2022,789421,25891202,332,332
FMR34421601,01-03-2022,789421,25891202,132,125
FMR33402303,01-03-2022,789402,25891202,167,167
FMR34402202,01-03-2022,789402,25891202,457,457
FMR34520602,01-03-2022,789520,25891202,200,200
FMR32521202,01-03-2022,789521,25891202,479,479
FMR33521202,01-03-2022,789521,25891202,347,347
FMR33720202,01-03-2022,789720,25891202,270,270
FMR34401503,01-03-2022,789401,25891202,173,173
FMR33101202,01-03-2022,789101,25891202,150,150
FMR32202603,01-03-2022,789202,25891202,342,274
FMR33202502,01-03-2022,789202,25891202,130,130
FMR33522202,01-03-2022,789522,25891202,280,252
FMR34303602,01-03-2022,789303,25891202,160,144
FMR33503502,01-03-2022,789503,25891202,214,214
FMR34201202,01-03-2022,789201,25891202,175,175
FMR33622502,01-03-2022,789622,25891202,294,294
FMR33601202,01-03-2022,789601,25891202,411,390
FMR32320302,01-03-2022,789320,25891302,54,54
FMR34721502,01-03-2022,789721,25891302,63,60
FMR32420602,01-03-2022,789420,25891302,49,49
FMR33121302,01-03-2022,789121,25891302,26,26
FMR32902402,01-03-2022,789902,25891302,70,70
FMR32903403,01-03-2022,789903,25891302,42,40
FMR33621302,01-03-2022,789621,25891302,56,56
FMR32520302,01-03-2022,789520,25891302,54,49
FMR33520601,01-03-2022,789520,25891302,42,34
FMR34520302,01-03-2022,789520,25891302,23,22
FMR33702302,01-03-2022,789702,25891302,38,30
FMR34603302,01-03-2022,789603,25891302,37,37
FMR32521302,01-03-2022,789521,25891302,34,34
FMR32720302,01-03-2022,789720,25891302,49,49
FMR33401603,01-03-2022,789401,25891302,40,40
FMR32422302,01-03-2022,789422,25891302,67,54
FMR32301302,01-03-2022,789301,25891302,29,29
FMR32703401,01-03-2022,789703,25891401,234,234
FMR32403401,01-03-2022,789403,25891401,473,473
FMR33501401,01-03-2022,789501,25891401,288,259
FMR34702502,01-03-2022,789702,25891401,355,337
FMR34603401,01-03-2022,789603,25891401,313,313
FMR32422401,01-03-2022,789422,25891401,342,342
FMR32122401,01-03-2022,789122,25891401,240,228
FMR33103401,01-03-2022,789103,25891401,306,291
FMR34103403,01-03-2022,789103,25891401,399,359
FMR33202502,01-03-2022,789202,25891401,215,215
FMR32503401,01-03-2022,789503,25891401,449,449
FMR33201602,01-03-2022,789201,25891401,480,456
FMR34721103,01-03-2022,789721,25891103,468,468
FMR33420203,01-03-2022,789420,25891103,357,357
FMR34420402,01-03-2022,789420,25891103,325,325
FMR32501601,01-03-2022,789501,25891103,318,318
FMR33501401,01-03-2022,789501,25891103,400,400
FMR34501203,01-03-2022,789501,25891103,327,327
FMR34902103,01-03-2022,789902,25891103,456,410
FMR34402202,01-03-2022,789402,25891103,340,272
FMR32621103,01-03-2022,789621,25891103,431,431
FMR34621103,01-03-2022,789621,25891103,357,339
FMR34702602,01-03-2022,789702,25891103,480,432
FMR34603302,01-03-2022,789603,25891103,378,378
FMR32401103,01-03-2022,789401,25891103,476,476
FMR32422401,01-03-2022,789422,25891103,317,317
FMR34301103,01-03-2022,789301,25891103,351,351
FMR33122301,01-03-2022,789122,25891103,403,403
FMR34122103,01-03-2022,789122,25891103,458,458
FMR32221603,01-03-2022,789221,25891103,430,430
FMR32202603,01-03-2022,789202,25891103,389,370
FMR33522103,01-03-2022,789522,25891103,384,384
FMR33303501,01-03-2022,789303,25891103,335,335
FMR33503502,01-03-2022,789503,25891103,325,309
FMR32321103,01-03-2022,789321,25891103,478,478
FMR33321602,01-03-2022,789321,25891103,465,419
FMR32601103,01-03-2022,789601,25891103,310,294
FMR34601402,01-03-2022,789601,25891103,388,310
FMR33320501,01-03-2022,789320,25891201,354,354
FMR34220601,01-03-2022,789220,25891201,378,378
FMR32501201,01-03-2022,789501,25891201,273,273
FMR34102602,01-03-2022,789102,25891201,440,440
FMR34702502,01-03-2022,789702,25891201,156,156
FMR33521201,01-03-2022,789521,25891201,487,463
FMR33401603,01-03-2022,789401,25891201,461,461
FMR34301602,01-03-2022,789301,25891201,308,308
FMR34101201,01-03-2022,789101,25891201,489,489
FMR32103503,01-03-2022,789103,25891201,112,101
FMR32321201,01-03-2022,789321,25891201,374,374
FMR34201201,01-03-2022,789201,25891201,291,233
FMR32622502,01-03-2022,789622,25891201,274,247
FMR33320503,01-03-2022,789320,25891503,140,140
FMR32220503,01-03-2022,789220,25891503,115,103
FMR33220603,01-03-2022,789220,25891503,239,239
FMR34721503,01-03-2022,789721,25891503,144,137
FMR34520503,01-03-2022,789520,25891503,233,221
FMR33720503,01-03-2022,789720,25891503,146,146
FMR33401603,01-03-2022,789401,25891503,161,145
FMR34401503,01-03-2022,789401,25891503,192,192
FMR32422503,01-03-2022,789422,25891503,138,110
FMR32101601,01-03-2022,789101,25891503,183,183
FMR32103503,01-03-2022,789103,25891503,126,120
FMR32221603,01-03-2022,789221,25891503,158,158
FMR33221503,01-03-2022,789221,25891503,106,101
FMR34321602,01-03-2022,789321,25891503,246,246
FMR32622503,01-03-2022,789622,25891503,208,198
FMR34622602,01-03-2022,789622,25891503,241,241
FMR35203601,02-03-2022,789203,25891601,55,55
FMR35320601,02-03-2022,789320,25891601,93,84
FMR33703601,02-03-2022,789703,25891601,118,118
FMR34703601,02-03-2022,789703,25891601,118,118
FMR34721601,02-03-2022,789721,25891601,189,189
FMR33420602,02-03-2022,789420,25891601,113,107
FMR33403601,02-03-2022,789403,25891601,175,175
FMR35501601,02-03-2022,789501,25891601,169,169
FMR34102601,02-03-2022,789102,25891601,79,79
FMR35902601,02-03-2022,789902,25891601,171,154
FMR35903601,02-03-2022,789903,25891601,153,153
FMR34702601,02-03-2022,789702,25891601,149,149
FMR34603601,02-03-2022,789603,25891601,146,146
FMR35603601,02-03-2022,789603,25891601,120,120
FMR33521601,02-03-2022,789521,25891601,148,148
FMR34720601,02-03-2022,789720,25891601,88,88
FMR35103601,02-03-2022,789103,25891601,125,125
FMR34221601,02-03-2022,789221,25891601,121,121
FMR35303601,02-03-2022,789303,25891601,131,131
FMR33503603,02-03-2022,789503,25891601,93,84
FMR34201601,02-03-2022,789201,25891601,100,100
FMR33601601,02-03-2022,789601,25891601,88,84
FMR35601601,02-03-2022,789601,25891601,58,55
FMR35703502,02-03-2022,789703,25891301,88,88
FMR34721301,02-03-2022,789721,25891301,67,67
FMR35102301,02-03-2022,789102,25891301,44,44
FMR35902601,02-03-2022,789902,25891301,48,48
FMR33702602,02-03-2022,789702,25891301,84,76
FMR34702601,02-03-2022,789702,25891301,68,61
FMR34521301,02-03-2022,789521,25891301,62,59
FMR33401301,02-03-2022,789401,25891301,67,54
FMR33103301,02-03-2022,789103,25891301,72,68
FMR34503301,02-03-2022,789503,25891301,29,26
FMR33321303,02-03-2022,789321,25891301,93,84
FMR35321301,02-03-2022,789321,25891301,22,22
FMR33203403,02-03-2022,789203,25891402,320,320
FMR34320402,02-03-2022,789320,25891402,453,362
FMR35320402,02-03-2022,789320,25891402,297,297
FMR33220402,02-03-2022,789220,25891402,320,320
FMR35420402,02-03-2022,789420,25891402,461,461
FMR34403602,02-03-2022,789403,25891402,391,391
FMR33102402,02-03-2022,789102,25891402,450,450
FMR34102403,02-03-2022,789102,25891402,472,425
FMR34421402,02-03-2022,789421,25891402,241,217
FMR33621402,02-03-2022,789621,25891402,413,413
FMR33520402,02-03-2022,789520,25891402,311,295
FMR35603402,02-03-2022,789603,25891402,353,318
FMR34202502,02-03-2022,789202,25891402,237,237
FMR35321603,02-03-2022,789321,25891402,466,466
FMR33622402,02-03-2022,789622,25891402,360,360
FMR35601601,02-03-2022,789601,25891402,280,224
FMR34220501,02-03-2022,789220,25891501,152,152
FMR35501601,02-03-2022,789501,25891501,129,123
FMR35902601,02-03-2022,789902,25891501,238,238
FMR34421603,02-03-2022,789421,25891501,128,122
FMR35402501,02-03-2022,789402,25891501,181,181
FMR33521501,02-03-2022,789521,25891501,171,171
FMR35422501,02-03-2022,789422,25891501,171,171
FMR33301502,02-03-2022,789301,25891501,228,228
FMR34301501,02-03-2022,789301,25891501,215,215
FMR33101501,02-03-2022,789101,25891501,185,185
FMR35101502,02-03-2022,789101,25891501,162,162
FMR34221601,02-03-2022,789221,25891501,235,235
FMR34202502,02-03-2022,789202,25891501,105,105
FMR34522603,02-03-2022,789522,25891501,144,144
FMR34601501,02-03-2022,789601,25891501,101,96
FMR34203602,02-03-2022,789203,25891602,194,194
FMR33420602,02-03-2022,789420,25891602,164,164
FMR34403602,02-03-2022,789403,25891602,74,74
FMR35121602,02-03-2022,789121,25891602,84,76
FMR33501602,02-03-2022,789501,25891602,119,95
FMR34902602,02-03-2022,789902,25891602,150,135
FMR35421602,02-03-2022,789421,25891602,60,57
FMR33402602,02-03-2022,789402,25891602,178,160
FMR33702602,02-03-2022,789702,25891602,81,77
FMR33301602,02-03-2022,789301,25891602,186,186
FMR35122602,02-03-2022,789122,25891602,148,141
FMR35522602,02-03-2022,789522,25891602,91,86
FMR33503603,02-03-2022,789503,25891602,187,187
FMR34503602,02-03-2022,789503,25891602,116,110
FMR35622603,02-03-2022,789622,25891602,100,100
FMR35203601,02-03-2022,789203,25891101,344,344
FMR33220101,02-03-2022,789220,25891101,411,390
FMR35721103,02-03-2022,789721,25891101,486,486
FMR33121101,02-03-2022,789121,25891101,349,349
FMR34421402,02-03-2022,789421,25891101,376,376
FMR33402602,02-03-2022,789402,25891101,379,379
FMR34402603,02-03-2022,789402,25891101,474,474
FMR33702602,02-03-2022,789702,25891101,302,302
FMR34603601,02-03-2022,789603,25891101,319,319
FMR34301101,02-03-2022,789301,25891101,395,355
FMR35122502,02-03-2022,789122,25891101,409,368
FMR34522101,02-03-2022,789522,25891101,477,477
FMR35303101,02-03-2022,789303,25891101,339,339
FMR35503502,02-03-2022,789503,25891101,318,318
FMR34321101,02-03-2022,789321,25891101,339,339
FMR35321101,02-03-2022,789321,25891101,347,347
FMR35201303,02-03-2022,789201,25891101,368,368
FMR34121603,02-03-2022,789121,25891603,186,167
FMR34421603,02-03-2022,789421,25891603,129,123
FMR34402603,02-03-2022,789402,25891603,124,124
FMR35402603,02-03-2022,789402,25891603,175,175
FMR35702603,02-03-2022,789702,25891603,103,103
FMR33521603,02-03-2022,789521,25891603,71,71
FMR34521603,02-03-2022,789521,25891603,165,157
FMR34401603,02-03-2022,789401,25891603,95,95
FMR33103603,02-03-2022,789103,25891603,58,58
FMR35202603,02-03-2022,789202,25891603,92,92
FMR33522603,02-03-2022,789522,25891603,172,172
FMR34522603,02-03-2022,789522,25891603,157,157
FMR33503603,02-03-2022,789503,25891603,70,70
FMR35321603,02-03-2022,789321,25891603,104,94
FMR35622603,02-03-2022,789622,25891603,160,128
FMR33203502,02-03-2022,789203,25891303,71,71
FMR34320402,02-03-2022,789320,25891303,95,95
FMR33220402,02-03-2022,789220,25891303,40,32
FMR34721601,02-03-2022,789721,25891303,20,20
FMR34501403,02-03-2022,789501,25891303,88,88
FMR35501601,02-03-2022,789501,25891303,35,28
FMR33903303,02-03-2022,789903,25891303,71,67
FMR35421602,02-03-2022,789421,25891303,56,56
FMR33621303,02-03-2022,789621,25891303,51,51
FMR33520303,02-03-2022,789520,25891303,35,31
FMR35521303,02-03-2022,789521,25891303,54,54
FMR35422303,02-03-2022,789422,25891303,89,89
FMR33202403,02-03-2022,789202,25891303,28,27
FMR33522303,02-03-2022,789522,25891303,35,35
FMR34522303,02-03-2022,789522,25891303,34,34
FMR34303303,02-03-2022,789303,25891303,86,77
FMR34503602,02-03-2022,789503,25891303,68,61
FMR33321303,02-03-2022,789321,25891303,43,34
FMR34321502,02-03-2022,789321,25891303,88,88
FMR35321303,02-03-2022,789321,25891303,84,84
FMR33201403,02-03-2022,789201,25891303,52,52
FMR35201303,02-03-2022,789201,25891303,44,42
FMR33203502,02-03-2022,789203,25891502,235,223
FMR34203602,02-03-2022,789203,25891502,202,202
FMR33320502,02-03-2022,789320,25891502,128,128
FMR35703502,02-03-2022,789703,25891502,210,210
FMR34121502,02-03-2022,789121,25891502,188,188
FMR33501602,02-03-2022,789501,25891502,144,144
FMR35520502,02-03-2022,789520,25891502,112,106
FMR33702602,02-03-2022,789702,25891502,235,211
FMR35702603,02-03-2022,789702,25891502,124,124
FMR33603502,02-03-2022,789603,25891502,238,238
FMR33301502,02-03-2022,789301,25891502,225,180
FMR35122502,02-03-2022,789122,25891502,185,185
FMR35101502,02-03-2022,789101,25891502,190,190
FMR33103603,02-03-2022,789103,25891502,185,185
FMR34202502,02-03-2022,789202,25891502,171,154
FMR35303601,02-03-2022,789303,25891502,154,154
FMR35503502,02-03-2022,789503,25891502,174,139
FMR34321502,02-03-2022,789321,25891502,243,243
FMR34201502,02-03-2022,789201,25891502,171,171
FMR33203403,02-03-2022,789203,25891403,488,488
FMR35203601,02-03-2022,789203,25891403,359,359
FMR35703502,02-03-2022,789703,25891403,468,468
FMR34420403,02-03-2022,789420,25891403,455,455
FMR33121403,02-03-2022,789121,25891403,292,292
FMR34501403,02-03-2022,789501,25891403,486,462
FMR33102403,02-03-2022,789102,25891403,476,476
FMR34102403,02-03-2022,789102,25891403,495,495
FMR35902601,02-03-2022,789902,25891403,461,415
FMR33903503,02-03-2022,789903,25891403,226,215
FMR34903403,02-03-2022,789903,25891403,273,273
FMR34702403,02-03-2022,789702,25891403,384,346
FMR34521403,02-03-2022,789521,25891403,223,223
FMR33720403,02-03-2022,789720,25891403,398,398
FMR33301502,02-03-2022,789301,25891403,264,264
FMR35301503,02-03-2022,789301,25891403,453,453
FMR33122503,02-03-2022,789122,25891403,313,297
FMR34122403,02-03-2022,789122,25891403,239,239
FMR33202403,02-03-2022,789202,25891403,317,317
FMR34202502,02-03-2022,789202,25891403,441,441
FMR33303403,02-03-2022,789303,25891403,269,242
FMR34503602,02-03-2022,789503,25891403,317,317
FMR35321603,02-03-2022,789321,25891403,201,201
FMR33201403,02-03-2022,789201,25891403,314,314
FMR35622603,02-03-2022,789622,25891403,255,255
FMR34601501,02-03-2022,789601,25891403,411,390
FMR34320402,02-03-2022,789320,25891203,184,175
FMR35320402,02-03-2022,789320,25891203,490,490
FMR34721601,02-03-2022,789721,25891203,293,264
FMR35121203,02-03-2022,789121,25891203,197,197
FMR33501602,02-03-2022,789501,25891203,352,352
FMR35902601,02-03-2022,789902,25891203,474,474
FMR35402501,02-03-2022,789402,25891203,128,128
FMR33520203,02-03-2022,789520,25891203,236,212
FMR33702602,02-03-2022,789702,25891203,341,324
FMR34603203,02-03-2022,789603,25891203,477,477
FMR35401203,02-03-2022,789401,25891203,400,380
FMR33422203,02-03-2022,789422,25891203,452,452
FMR35422503,02-03-2022,789422,25891203,148,148
FMR34101203,02-03-2022,789101,25891203,500,500
FMR34221203,02-03-2022,789221,25891203,343,343
FMR35221203,02-03-2022,789221,25891203,294,279
FMR34202203,02-03-2022,789202,25891203,206,206
FMR33503203,02-03-2022,789503,25891203,308,308
FMR35321603,02-03-2022,789321,25891203,280,224
FMR35622603,02-03-2022,789622,25891203,185,185
FMR33601203,02-03-2022,789601,25891203,491,466
FMR35220102,02-03-2022,789220,25891102,404,404
FMR33721102,02-03-2022,789721,25891102,483,386
FMR35420102,02-03-2022,789420,25891102,359,287
FMR33102403,02-03-2022,789102,25891102,366,329
FMR35902601,02-03-2022,789902,25891102,431,431
FMR34402603,02-03-2022,789402,25891102,388,388
FMR34621102,02-03-2022,789621,25891102,480,480
FMR33101501,02-03-2022,789101,25891102,352,317
FMR34101203,02-03-2022,789101,25891102,308,308
FMR33221401,02-03-2022,789221,25891102,472,472
FMR33503603,02-03-2022,789503,25891102,495,495
FMR33321303,02-03-2022,789321,25891102,420,420
FMR33622402,02-03-2022,789622,25891102,409,409
FMR34601501,02-03-2022,789601,25891102,492,492
FMR33220402,02-03-2022,789220,25891202,124,124
FMR33703601,02-03-2022,789703,25891202,489,440
FMR34721601,02-03-2022,789721,25891202,168,160
FMR35121202,02-03-2022,789121,25891202,246,246
FMR35903202,02-03-2022,789903,25891202,374,299
FMR35621202,02-03-2022,789621,25891202,435,435
FMR35702202,02-03-2022,789702,25891202,374,374
FMR33603502,02-03-2022,789603,25891202,429,429
FMR35720302,02-03-2022,789720,25891202,456,456
FMR33422302,02-03-2022,789422,25891202,408,408
